episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,num_healthy_workers,trial_id,experiment_tag,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_env_wait_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,info/num_steps_trained,info/num_steps_sampled,info/num_weight_syncs,info/num_steps_replayed,info/sample_throughput,info/train_throughput,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,info/timing_breakdown/optimizer_step_time_ms,info/timing_breakdown/learner_grad_time_ms,info/timing_breakdown/learner_load_time_ms,info/timing_breakdown/learner_load_wait_time_ms,info/timing_breakdown/learner_dequeue_time_ms,info/learner_queue/size_count,info/learner_queue/size_mean,info/learner_queue/size_std,info/learner_queue/size_quantiles,info/learner/cur_lr,info/learner/policy_loss,info/learner/entropy,info/learner/entropy_coeff,info/learner/var_gnorm,info/learner/vf_loss,info/learner/vf_explained_var,info/learner/grad_gnorm
-17.0,-21.0,-20.21,3800.31,34,31000,False,665000,768,21,f1b47a0d58a249ba9ce56187ddf09198,2021-08-25_15-30-20,1629905420,10.383140802383423,218.14689564704895,145,f2ea36c855a543329fa4495f79fd6b81000001,10.0.0.5,218.14689564704895,665000,21,13,00000,0,"[-20.0, -21.0, -20.0, -20.0, -20.0, -20.0, -17.0, -20.0, -18.0, -21.0, -21.0, -21.0, -19.0, -21.0, -21.0, -21.0, -20.0, -21.0, -20.0, -19.0, -21.0, -19.0, -20.0, -20.0, -21.0, -19.0, -21.0, -20.0, -21.0, -21.0, -21.0, -20.0, -19.0, -20.0, -21.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0, -18.0, -20.0, -20.0, -20.0, -20.0, -19.0, -21.0, -21.0, -21.0, -18.0, -21.0, -20.0, -20.0, -20.0, -20.0, -21.0, -20.0, -20.0, -20.0, -20.0, -21.0, -20.0, -21.0, -21.0, -19.0, -21.0, -21.0, -20.0, -20.0, -21.0, -21.0, -21.0, -18.0, -20.0, -21.0, -21.0, -21.0, -19.0, -21.0, -20.0, -19.0, -21.0, -21.0, -19.0, -20.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -20.0, -20.0, -20.0, -21.0, -20.0, -19.0, -20.0, -21.0]","[3841, 3895, 3591, 3743, 3600, 4034, 5428, 3348, 4485, 3131, 3374, 3888, 3970, 3412, 3296, 3296, 3847, 3168, 4354, 4963, 4032, 3901, 3481, 3855, 3408, 3993, 3800, 4452, 3595, 3363, 3408, 3367, 5107, 3825, 3371, 4041, 3634, 3600, 3348, 3296, 3854, 4420, 3926, 4162, 3373, 4283, 4160, 3776, 3131, 3296, 4444, 3296, 4067, 3735, 3487, 3959, 3300, 4251, 3868, 3791, 3925, 3288, 4056, 3251, 3544, 4234, 3174, 3528, 3555, 4791, 3656, 3128, 3056, 4836, 3959, 3296, 3611, 3880, 4524, 3056, 4337, 4877, 3792, 3056, 4762, 4038, 3729, 3848, 3414, 3837, 4591, 3367, 3516, 3539, 4073, 3908, 3660, 3975, 3592, 3652]",1.903497169486225,0.1586923341084744,1.837064213645529,1329000,665000,13319,0,2954.187,6098.967,93.86153846153846,10.892307692307694,0.7038461538461538,0.9640765667336771,19.559,132.886,27.211,19.715,5234.465,1329,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0005000000237487257,3.3104873,1679.535,0.009999999776482582,12.490682,8.011777,0.79630864,39.999996
-15.0,-21.0,-20.16,3799.91,37,32000,False,697000,805,22,f1b47a0d58a249ba9ce56187ddf09198,2021-08-25_15-30-30,1629905430,10.384747982025146,228.5316436290741,145,f2ea36c855a543329fa4495f79fd6b81000001,10.0.0.5,228.5316436290741,697000,22,13,00000,0,"[-20.0, -20.0, -21.0, -20.0, -21.0, -18.0, -15.0, -20.0, -21.0, -21.0, -20.0, -21.0, -21.0, -19.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0, -19.0, -21.0, -17.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0, -21.0, -19.0, -20.0, -21.0, -18.0, -21.0, -21.0, -18.0, -20.0, -21.0, -21.0, -21.0, -19.0, -21.0, -20.0, -19.0, -21.0, -21.0, -19.0, -20.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -20.0, -20.0, -20.0, -21.0, -20.0, -19.0, -20.0, -21.0, -20.0, -21.0, -20.0, -20.0, -20.0, -20.0, -17.0, -20.0, -18.0, -21.0, -21.0, -21.0, -19.0, -21.0, -21.0, -21.0, -20.0, -21.0, -20.0, -19.0, -21.0, -19.0, -20.0, -20.0, -21.0, -19.0, -21.0, -20.0, -21.0, -21.0, -21.0, -20.0, -19.0, -20.0]","[3721, 4222, 3888, 4161, 3536, 4210, 5506, 4692, 3375, 3296, 3719, 3168, 3656, 3756, 3408, 3615, 3595, 3352, 3367, 3408, 4379, 3408, 4911, 3832, 3300, 3512, 3300, 3416, 3243, 3481, 3839, 3480, 3300, 3927, 4166, 3544, 4142, 3128, 3056, 4836, 3959, 3296, 3611, 3880, 4524, 3056, 4337, 4877, 3792, 3056, 4762, 4038, 3729, 3848, 3414, 3837, 4591, 3367, 3516, 3539, 4073, 3908, 3660, 3975, 3592, 3652, 3841, 3895, 3591, 3743, 3600, 4034, 5428, 3348, 4485, 3131, 3374, 3888, 3970, 3412, 3296, 3296, 3847, 3168, 4354, 4963, 4032, 3901, 3481, 3855, 3408, 3993, 3800, 4452, 3595, 3363, 3408, 3367, 5107, 3825]",1.9048147778804938,0.15936176970218888,1.8441807485007076,1392000,697000,13954,0,3052.985,6010.566,93.10714285714286,11.0,0.6464285714285714,0.9640765667336771,16.094,133.231,27.978,31.14,5237.531,1393,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0005000000237487257,-8.054498,1710.5527,0.009999999776482582,13.059311,24.226429,0.70605654,40.0
-15.0,-21.0,-20.19,3725.85,32,32000,False,729000,837,23,f1b47a0d58a249ba9ce56187ddf09198,2021-08-25_15-30-41,1629905441,10.385844230651855,238.91748785972595,145,f2ea36c855a543329fa4495f79fd6b81000001,10.0.0.5,238.91748785972595,729000,23,13,00000,0,"[-21.0, -20.0, -20.0, -20.0, -20.0, -21.0, -20.0, -21.0, -21.0, -19.0, -20.0, -21.0, -20.0, -20.0, -21.0, -19.0, -21.0, -21.0, -20.0, -20.0, -20.0, -21.0, -21.0, -21.0, -21.0, -20.0, -19.0, -20.0, -21.0, -21.0, -21.0, -20.0, -20.0, -20.0, -20.0, -17.0, -20.0, -18.0, -21.0, -21.0, -21.0, -19.0, -21.0, -21.0, -21.0, -20.0, -21.0, -20.0, -19.0, -21.0, -19.0, -20.0, -20.0, -21.0, -19.0, -21.0, -20.0, -21.0, -21.0, -21.0, -20.0, -19.0, -20.0, -20.0, -20.0, -21.0, -20.0, -21.0, -18.0, -15.0, -20.0, -21.0, -21.0, -20.0, -21.0, -21.0, -19.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0, -19.0, -21.0, -17.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0, -21.0, -19.0, -20.0, -21.0, -18.0]","[3713, 3442, 4144, 3547, 3367, 3412, 3772, 3296, 4012, 4120, 3595, 3240, 3666, 3959, 3900, 4174, 3528, 3288, 3370, 3367, 3667, 3480, 3168, 3326, 3296, 3512, 4051, 3721, 3525, 3429, 3395, 3348, 3743, 3600, 4034, 5428, 3348, 4485, 3131, 3374, 3888, 3970, 3412, 3296, 3296, 3847, 3168, 4354, 4963, 4032, 3901, 3481, 3855, 3408, 3993, 3800, 4452, 3595, 3363, 3408, 3367, 5107, 3825, 3721, 4222, 3888, 4161, 3536, 4210, 5506, 4692, 3375, 3296, 3719, 3168, 3656, 3756, 3408, 3615, 3595, 3352, 3367, 3408, 4379, 3408, 4911, 3832, 3300, 3512, 3300, 3416, 3243, 3481, 3839, 3480, 3300, 3927, 4166, 3544, 4142]",1.9049318783414797,0.15922839738706066,1.843001699633855,1456000,729000,14597,0,3046.281,6092.562,94.52307692307691,10.900000000000002,0.8315384615384613,0.9640765667336771,14.002,128.865,28.225,26.706,5245.448,1457,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0005000000237487257,59.311413,1565.6317,0.009999999776482582,13.413808,31.832397,0.56060493,40.0
-15.0,-21.0,-20.21,3668.02,37,32000,False,761000,874,24,f1b47a0d58a249ba9ce56187ddf09198,2021-08-25_15-30-51,1629905451,10.381020069122314,249.29850792884827,145,f2ea36c855a543329fa4495f79fd6b81000001,10.0.0.5,249.29850792884827,761000,24,13,00000,0,"[-21.0, -19.0, -20.0, -21.0, -20.0, -20.0, -19.0, -20.0, -19.0, -21.0, -19.0, -18.0, -20.0, -21.0, -20.0, -21.0, -21.0, -20.0, -21.0, -19.0, -21.0, -21.0, -20.0, -20.0, -20.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -20.0, -20.0, -21.0, -18.0, -20.0, -19.0, -15.0, -20.0, -21.0, -21.0, -20.0, -21.0, -21.0, -19.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0, -19.0, -21.0, -17.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0, -21.0, -19.0, -20.0, -21.0, -18.0, -21.0, -20.0, -20.0, -20.0, -20.0, -21.0, -20.0, -21.0, -21.0, -19.0, -20.0, -21.0, -20.0, -20.0, -21.0, -19.0, -21.0, -21.0, -20.0, -20.0, -20.0, -21.0, -21.0, -21.0, -21.0, -20.0, -19.0, -20.0, -21.0, -21.0, -21.0, -20.0]","[3168, 4054, 3367, 3168, 3683, 4575, 4513, 3479, 3790, 3544, 3901, 4181, 3588, 4028, 3611, 3544, 3485, 3373, 3485, 4254, 3483, 3536, 3836, 3367, 3512, 3544, 4020, 3128, 3768, 3350, 3304, 3909, 4097, 3485, 4667, 3348, 3734, 5506, 4692, 3375, 3296, 3719, 3168, 3656, 3756, 3408, 3615, 3595, 3352, 3367, 3408, 4379, 3408, 4911, 3832, 3300, 3512, 3300, 3416, 3243, 3481, 3839, 3480, 3300, 3927, 4166, 3544, 4142, 3713, 3442, 4144, 3547, 3367, 3412, 3772, 3296, 4012, 4120, 3595, 3240, 3666, 3959, 3900, 4174, 3528, 3288, 3370, 3367, 3667, 3480, 3168, 3326, 3296, 3512, 4051, 3721, 3525, 3429, 3395, 3348]",1.9048863273859484,0.15960815958718183,1.847100074136059,1520000,761000,15232,0,3052.125,6104.251,94.22307692307693,10.946153846153846,0.756923076923077,0.9640765667336771,16.171,131.394,27.418,26.449,5246.952,1521,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0005000000237487257,37.13312,1634.8417,0.009999999776482582,13.743745,10.504317,0.80082035,40.0
-18.0,-21.0,-20.33,3644.96,35,31000,False,792000,909,25,f1b47a0d58a249ba9ce56187ddf09198,2021-08-25_15-31-02,1629905462,10.316442966461182,259.61495089530945,145,f2ea36c855a543329fa4495f79fd6b81000001,10.0.0.5,259.61495089530945,792000,25,13,00000,0,"[-21.0, -20.0, -21.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0, -21.0, -21.0, -20.0, -20.0, -19.0, -20.0, -21.0, -20.0, -21.0, -20.0, -21.0, -21.0, -18.0, -20.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0, -20.0, -20.0, -21.0, -20.0, -21.0, -21.0, -19.0, -20.0, -21.0, -20.0, -20.0, -21.0, -19.0, -21.0, -21.0, -20.0, -20.0, -20.0, -21.0, -21.0, -21.0, -21.0, -20.0, -19.0, -20.0, -21.0, -21.0, -21.0, -20.0, -21.0, -19.0, -20.0, -21.0, -20.0, -20.0, -19.0, -20.0, -19.0, -21.0, -19.0, -18.0, -20.0, -21.0, -20.0, -21.0, -21.0, -20.0, -21.0, -19.0, -21.0, -21.0, -20.0, -20.0, -20.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -20.0, -20.0, -21.0, -18.0, -20.0, -19.0]","[3536, 4215, 3449, 3593, 3856, 3552, 3719, 3128, 3669, 3780, 3949, 4285, 3690, 3752, 3719, 3168, 3719, 3131, 3367, 3304, 3555, 4114, 4102, 3355, 3300, 3480, 3414, 3754, 4618, 3296, 4096, 3618, 3443, 3296, 3611, 3367, 3412, 3772, 3296, 4012, 4120, 3595, 3240, 3666, 3959, 3900, 4174, 3528, 3288, 3370, 3367, 3667, 3480, 3168, 3326, 3296, 3512, 4051, 3721, 3525, 3429, 3395, 3348, 3168, 4054, 3367, 3168, 3683, 4575, 4513, 3479, 3790, 3544, 3901, 4181, 3588, 4028, 3611, 3544, 3485, 3373, 3485, 4254, 3483, 3536, 3836, 3367, 3512, 3544, 4020, 3128, 3768, 3350, 3304, 3909, 4097, 3485, 4667, 3348, 3734]",1.9046415610617153,0.15929531943911696,1.844950967490995,1583000,792000,15858,0,2972.661,6041.215,93.56923076923077,11.023076923076921,0.7246153846153847,0.9640765667336771,38.244,149.866,27.298,23.433,5240.695,1583,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0005000000237487257,-16.637388,1724.8279,0.009999999776482582,14.116635,26.23636,0.68989825,40.000004
-18.0,-21.0,-20.24,3728.95,32,32000,False,824000,941,26,f1b47a0d58a249ba9ce56187ddf09198,2021-08-25_15-31-12,1629905472,10.390762329101562,270.005713224411,145,f2ea36c855a543329fa4495f79fd6b81000001,10.0.0.5,270.005713224411,824000,26,13,00000,0,"[-21.0, -20.0, -20.0, -19.0, -21.0, -21.0, -20.0, -20.0, -21.0, -21.0, -20.0, -19.0, -18.0, -21.0, -21.0, -21.0, -19.0, -19.0, -20.0, -21.0, -19.0, -19.0, -21.0, -21.0, -20.0, -19.0, -18.0, -21.0, -20.0, -20.0, -21.0, -21.0, -20.0, -20.0, -19.0, -20.0, -19.0, -21.0, -19.0, -18.0, -20.0, -21.0, -20.0, -21.0, -21.0, -20.0, -21.0, -19.0, -21.0, -21.0, -20.0, -20.0, -20.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -20.0, -20.0, -21.0, -18.0, -20.0, -19.0, -21.0, -20.0, -21.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0, -21.0, -21.0, -20.0, -20.0, -19.0, -20.0, -21.0, -20.0, -21.0, -20.0, -21.0, -21.0, -18.0, -20.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0, -20.0]","[3656, 4369, 3370, 4412, 3168, 3296, 3787, 3367, 4136, 3371, 3685, 3891, 4303, 3304, 3536, 3174, 4056, 4577, 4281, 3849, 4192, 3929, 3128, 3484, 3909, 4156, 4541, 4119, 3991, 4079, 3480, 3544, 3683, 4575, 4513, 3479, 3790, 3544, 3901, 4181, 3588, 4028, 3611, 3544, 3485, 3373, 3485, 4254, 3483, 3536, 3836, 3367, 3512, 3544, 4020, 3128, 3768, 3350, 3304, 3909, 4097, 3485, 4667, 3348, 3734, 3536, 4215, 3449, 3593, 3856, 3552, 3719, 3128, 3669, 3780, 3949, 4285, 3690, 3752, 3719, 3168, 3719, 3131, 3367, 3304, 3555, 4114, 4102, 3355, 3300, 3480, 3414, 3754, 4618, 3296, 4096, 3618, 3443, 3296, 3611]",1.9042801635986006,0.15894953621636276,1.842649519456724,1646000,824000,16498,0,3053.261,6011.109,94.46923076923078,11.007692307692308,0.72,0.9640765667336771,18.71,136.872,27.72,24.828,5247.276,1647,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0005000000237487257,10.505512,1525.2709,0.009999999776482582,14.356687,17.726166,0.8163569,40.0
-18.0,-21.0,-20.28,3718.47,36,32000,False,856000,977,27,f1b47a0d58a249ba9ce56187ddf09198,2021-08-25_15-31-23,1629905483,10.38915228843689,280.3948655128479,145,f2ea36c855a543329fa4495f79fd6b81000001,10.0.0.5,280.3948655128479,856000,27,13,00000,0,"[-21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -20.0, -18.0, -20.0, -20.0, -21.0, -19.0, -20.0, -21.0, -19.0, -21.0, -18.0, -19.0, -20.0, -21.0, -20.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -20.0, -21.0, -19.0, -21.0, -19.0, -21.0, -20.0, -21.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0, -21.0, -21.0, -20.0, -20.0, -19.0, -20.0, -21.0, -20.0, -21.0, -20.0, -21.0, -21.0, -18.0, -20.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0, -20.0, -19.0, -21.0, -21.0, -20.0, -20.0, -21.0, -21.0, -20.0, -19.0, -18.0, -21.0, -21.0, -21.0, -19.0, -19.0, -20.0, -21.0, -19.0, -19.0, -21.0, -21.0, -20.0, -19.0, -18.0, -21.0, -20.0, -20.0, -21.0, -21.0]","[3656, 4008, 3847, 3296, 3416, 3056, 3597, 4644, 4423, 3511, 3296, 3755, 3348, 3489, 4221, 3724, 3991, 3935, 3915, 3611, 3727, 3632, 3832, 3656, 3863, 3522, 3168, 3414, 4151, 3712, 4068, 3652, 4003, 3300, 3779, 3056, 3593, 3856, 3552, 3719, 3128, 3669, 3780, 3949, 4285, 3690, 3752, 3719, 3168, 3719, 3131, 3367, 3304, 3555, 4114, 4102, 3355, 3300, 3480, 3414, 3754, 4618, 3296, 4096, 3618, 3443, 3296, 3611, 3656, 4369, 3370, 4412, 3168, 3296, 3787, 3367, 4136, 3371, 3685, 3891, 4303, 3304, 3536, 3174, 4056, 4577, 4281, 3849, 4192, 3929, 3128, 3484, 3909, 4156, 4541, 4119, 3991, 4079, 3480, 3544]",1.9048102644302998,0.15887548492157433,1.8429277132504582,1710000,856000,17133,0,3047.814,6095.63,94.19999999999999,11.06153846153846,0.6907692307692308,0.9640765667336771,13.964,128.083,27.472,29.114,5243.908,1711,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0005000000237487257,-25.520582,1689.9573,0.009999999776482582,14.545474,13.845731,0.8237868,40.0
-18.0,-21.0,-20.17,3774.47,34,32000,False,888000,1011,28,f1b47a0d58a249ba9ce56187ddf09198,2021-08-25_15-31-33,1629905493,10.397114753723145,290.79198026657104,145,f2ea36c855a543329fa4495f79fd6b81000001,10.0.0.5,290.79198026657104,888000,28,13,00000,0,"[-20.0, -19.0, -20.0, -21.0, -20.0, -21.0, -18.0, -20.0, -21.0, -21.0, -21.0, -20.0, -20.0, -18.0, -20.0, -21.0, -20.0, -20.0, -21.0, -20.0, -21.0, -21.0, -20.0, -20.0, -20.0, -21.0, -20.0, -21.0, -20.0, -19.0, -21.0, -20.0, -19.0, -20.0, -20.0, -19.0, -21.0, -21.0, -20.0, -20.0, -21.0, -21.0, -20.0, -19.0, -18.0, -21.0, -21.0, -21.0, -19.0, -19.0, -20.0, -21.0, -19.0, -19.0, -21.0, -21.0, -20.0, -19.0, -18.0, -21.0, -20.0, -20.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -20.0, -18.0, -20.0, -20.0, -21.0, -19.0, -20.0, -21.0, -19.0, -21.0, -18.0, -19.0, -20.0, -21.0, -20.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -20.0, -21.0, -19.0, -21.0, -19.0, -21.0, -20.0, -21.0]","[3348, 4180, 3719, 3168, 3663, 3168, 4603, 4498, 3480, 3872, 3728, 4739, 3367, 4312, 4516, 3448, 4429, 3582, 3056, 4331, 3536, 3725, 3370, 3367, 3852, 3870, 3549, 3408, 3710, 4258, 3280, 4146, 3977, 4803, 3370, 4412, 3168, 3296, 3787, 3367, 4136, 3371, 3685, 3891, 4303, 3304, 3536, 3174, 4056, 4577, 4281, 3849, 4192, 3929, 3128, 3484, 3909, 4156, 4541, 4119, 3991, 4079, 3480, 3544, 3656, 4008, 3847, 3296, 3416, 3056, 3597, 4644, 4423, 3511, 3296, 3755, 3348, 3489, 4221, 3724, 3991, 3935, 3915, 3611, 3727, 3632, 3832, 3656, 3863, 3522, 3168, 3414, 4151, 3712, 4068, 3652, 4003, 3300, 3779, 3056]",1.9048173090117158,0.1586821074610079,1.8424517311877622,1774000,888000,17772,0,3043.503,6087.007,93.89999999999999,11.07142857142857,0.7178571428571427,0.9640765667336771,14.283,133.63,25.359,25.149,5246.978,1775,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0005000000237487257,94.752,1712.3529,0.009999999776482582,14.776699,25.148252,0.7499176,40.0
-17.0,-21.0,-20.16,3752.14,32,32000,False,920000,1043,29,f1b47a0d58a249ba9ce56187ddf09198,2021-08-25_15-31-44,1629905504,10.29773211479187,301.0897123813629,145,f2ea36c855a543329fa4495f79fd6b81000001,10.0.0.5,301.0897123813629,920000,29,13,00000,0,"[-21.0, -20.0, -20.0, -19.0, -21.0, -21.0, -21.0, -20.0, -21.0, -19.0, -19.0, -20.0, -18.0, -20.0, -21.0, -20.0, -19.0, -21.0, -20.0, -20.0, -21.0, -19.0, -21.0, -21.0, -21.0, -21.0, -19.0, -21.0, -17.0, -21.0, -20.0, -20.0, -20.0, -21.0, -21.0, -21.0, -20.0, -18.0, -20.0, -20.0, -21.0, -19.0, -20.0, -21.0, -19.0, -21.0, -18.0, -19.0, -20.0, -21.0, -20.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -20.0, -21.0, -19.0, -21.0, -19.0, -21.0, -20.0, -21.0, -20.0, -19.0, -20.0, -21.0, -20.0, -21.0, -18.0, -20.0, -21.0, -21.0, -21.0, -20.0, -20.0, -18.0, -20.0, -21.0, -20.0, -20.0, -21.0, -20.0, -21.0, -21.0, -20.0, -20.0, -20.0, -21.0, -20.0, -21.0, -20.0, -19.0, -21.0, -20.0, -19.0, -20.0]","[3131, 4462, 4020, 3841, 3300, 3131, 3552, 3727, 3296, 4043, 3928, 4081, 4723, 3925, 3379, 3596, 4207, 3304, 3367, 3937, 3296, 4150, 3131, 3368, 3444, 3296, 5204, 3296, 4893, 3168, 3620, 3730, 3847, 3296, 3416, 3056, 3597, 4644, 4423, 3511, 3296, 3755, 3348, 3489, 4221, 3724, 3991, 3935, 3915, 3611, 3727, 3632, 3832, 3656, 3863, 3522, 3168, 3414, 4151, 3712, 4068, 3652, 4003, 3300, 3779, 3056, 3348, 4180, 3719, 3168, 3663, 3168, 4603, 4498, 3480, 3872, 3728, 4739, 3367, 4312, 4516, 3448, 4429, 3582, 3056, 4331, 3536, 3725, 3370, 3367, 3852, 3870, 3549, 3408, 3710, 4258, 3280, 4146, 3977, 4803]",1.9054479802148345,0.1589671337935218,1.8449690618166932,1838000,920000,18400,0,3075.672,6151.346,94.5076923076923,11.084615384615384,0.7353846153846153,0.9640765667336771,34.712,132.022,24.615,30.978,5257.17,1839,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0005000000237487257,34.77138,1658.2023,0.009999999776482582,14.944052,27.1143,0.6412413,40.0
-17.0,-21.0,-20.07,3821.28,30,32000,False,952000,1073,30,f1b47a0d58a249ba9ce56187ddf09198,2021-08-25_15-31-54,1629905514,10.448210000991821,311.53792238235474,145,f2ea36c855a543329fa4495f79fd6b81000001,10.0.0.5,311.53792238235474,952000,30,13,00000,0,"[-20.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0, -20.0, -21.0, -20.0, -20.0, -21.0, -21.0, -20.0, -19.0, -17.0, -18.0, -21.0, -20.0, -18.0, -19.0, -20.0, -20.0, -19.0, -19.0, -21.0, -20.0, -19.0, -21.0, -21.0, -19.0, -21.0, -20.0, -21.0, -20.0, -19.0, -20.0, -21.0, -20.0, -21.0, -18.0, -20.0, -21.0, -21.0, -21.0, -20.0, -20.0, -18.0, -20.0, -21.0, -20.0, -20.0, -21.0, -20.0, -21.0, -21.0, -20.0, -20.0, -20.0, -21.0, -20.0, -21.0, -20.0, -19.0, -21.0, -20.0, -19.0, -20.0, -21.0, -20.0, -20.0, -19.0, -21.0, -21.0, -21.0, -20.0, -21.0, -19.0, -19.0, -20.0, -18.0, -20.0, -21.0, -20.0, -19.0, -21.0, -20.0, -20.0, -21.0, -19.0, -21.0, -21.0, -21.0, -21.0, -19.0, -21.0, -17.0, -21.0, -20.0, -20.0]","[4413, 3370, 3375, 4856, 3350, 3635, 3730, 4171, 3737, 3787, 4389, 3296, 3524, 3915, 3800, 4823, 4292, 3540, 3370, 4129, 5047, 4276, 4319, 4366, 4291, 3860, 3588, 3734, 4099, 3304, 4003, 3300, 3779, 3056, 3348, 4180, 3719, 3168, 3663, 3168, 4603, 4498, 3480, 3872, 3728, 4739, 3367, 4312, 4516, 3448, 4429, 3582, 3056, 4331, 3536, 3725, 3370, 3367, 3852, 3870, 3549, 3408, 3710, 4258, 3280, 4146, 3977, 4803, 3131, 4462, 4020, 3841, 3300, 3131, 3552, 3727, 3296, 4043, 3928, 4081, 4723, 3925, 3379, 3596, 4207, 3304, 3367, 3937, 3296, 4150, 3131, 3368, 3444, 3296, 5204, 3296, 4893, 3168, 3620, 3730]",1.9034423978830288,0.15833051926230549,1.8388490311681058,1902000,952000,19040,0,3031.999,6063.999,93.4,11.023076923076921,0.7369230769230769,0.9640765667336771,29.693,134.677,24.603,27.516,5253.748,1903,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0005000000237487257,18.625248,1722.5408,0.009999999776482582,15.174309,16.757706,0.6184052,40.0
