episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,num_healthy_workers,trial_id,experiment_tag,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_env_wait_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,info/num_steps_trained,info/num_steps_sampled,info/num_weight_syncs,info/num_steps_replayed,info/sample_throughput,info/train_throughput,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,info/timing_breakdown/optimizer_step_time_ms,info/timing_breakdown/learner_grad_time_ms,info/timing_breakdown/learner_load_time_ms,info/timing_breakdown/learner_load_wait_time_ms,info/timing_breakdown/learner_dequeue_time_ms,info/learner_queue/size_count,info/learner_queue/size_mean,info/learner_queue/size_std,info/learner_queue/size_quantiles,info/learner/cur_lr,info/learner/policy_loss,info/learner/entropy,info/learner/entropy_coeff,info/learner/var_gnorm,info/learner/vf_loss,info/learner/vf_explained_var,info/learner/grad_gnorm
-18.0,-21.0,-20.37,3540.33,34,32000,False,346000,409,11,f1b47a0d58a249ba9ce56187ddf09198,2021-08-25_15-28-35,1629905315,10.410593748092651,114.31129121780396,145,f2ea36c855a543329fa4495f79fd6b81000001,10.0.0.5,114.31129121780396,346000,11,13,00000,0,"[-20.0, -20.0, -21.0, -20.0, -21.0, -20.0, -21.0, -19.0, -21.0, -21.0, -21.0, -21.0, -21.0, -19.0, -21.0, -21.0, -19.0, -20.0, -19.0, -21.0, -19.0, -21.0, -20.0, -21.0, -20.0, -21.0, -20.0, -19.0, -21.0, -20.0, -20.0, -20.0, -20.0, -20.0, -19.0, -21.0, -20.0, -20.0, -21.0, -20.0, -21.0, -21.0, -20.0, -20.0, -21.0, -21.0, -19.0, -21.0, -20.0, -21.0, -21.0, -18.0, -21.0, -21.0, -21.0, -18.0, -21.0, -20.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -19.0, -19.0, -21.0, -21.0, -19.0, -21.0, -20.0, -20.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -18.0, -21.0, -21.0, -20.0, -21.0, -20.0, -21.0, -21.0, -21.0, -18.0, -21.0, -21.0]","[3370, 3588, 3304, 3617, 3520, 3927, 3286, 4261, 3056, 3131, 3168, 3408, 3368, 3831, 3296, 3410, 3752, 3907, 4110, 3056, 4026, 3408, 3591, 3896, 3482, 4076, 3631, 4770, 3296, 3554, 3596, 3907, 3435, 3572, 3678, 3296, 3596, 3441, 3245, 3479, 3056, 3865, 4073, 3508, 3357, 3168, 4198, 3056, 3516, 3176, 3304, 4855, 3056, 3408, 3709, 4070, 3392, 3834, 3131, 3978, 3168, 3131, 3681, 3296, 3661, 4244, 3296, 3408, 3998, 3304, 3959, 3940, 3408, 3300, 3056, 3056, 3446, 4079, 3296, 3131, 3591, 3056, 3479, 3300, 3300, 3296, 4024, 3168, 4305, 3056, 3168, 3370, 3128, 3721, 3296, 3056, 3408, 4820, 3526, 3056]",1.9030055494878564,0.15976967698711358,1.8436630640571827,690000,346000,6935,0,3042.315,6084.631,93.74285714285715,10.478571428571428,0.7364285714285714,0.6902368674066952,20.086,135.431,19.286,25.377,5252.913,691,0.02,0.13999999999999999,"[0.0, 0.0, 0.0, 0.0, 1.0]",0.0005000000237487257,3.1261656,1603.6855,0.009999999776482582,11.269386,4.137935,0.93514717,40.0
-18.0,-21.0,-20.44,3558.98,37,32000,False,378000,446,12,f1b47a0d58a249ba9ce56187ddf09198,2021-08-25_15-28-46,1629905326,10.378051042556763,124.68934226036072,145,f2ea36c855a543329fa4495f79fd6b81000001,10.0.0.5,124.68934226036072,378000,12,13,00000,0,"[-19.0, -21.0, -21.0, -20.0, -21.0, -19.0, -20.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0, -20.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -20.0, -21.0, -20.0, -20.0, -21.0, -21.0, -19.0, -20.0, -21.0, -21.0, -21.0, -20.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -18.0, -21.0, -21.0, -20.0, -21.0, -20.0, -21.0, -21.0, -21.0, -18.0, -21.0, -21.0, -20.0, -20.0, -21.0, -20.0, -21.0, -20.0, -21.0, -19.0, -21.0, -21.0, -21.0, -21.0, -21.0, -19.0, -21.0, -21.0, -19.0, -20.0, -19.0, -21.0, -19.0, -21.0, -20.0, -21.0, -20.0, -21.0, -20.0, -19.0, -21.0, -20.0, -20.0, -20.0, -20.0, -20.0]","[4281, 3788, 3168, 3839, 3965, 4358, 3847, 3536, 3408, 3859, 3601, 3704, 3056, 3350, 3284, 4034, 3764, 3056, 3056, 3300, 3670, 3296, 3131, 3131, 3367, 3296, 4056, 4362, 4258, 3725, 4279, 3462, 3245, 3640, 3880, 3348, 3056, 3940, 3408, 3300, 3056, 3056, 3446, 4079, 3296, 3131, 3591, 3056, 3479, 3300, 3300, 3296, 4024, 3168, 4305, 3056, 3168, 3370, 3128, 3721, 3296, 3056, 3408, 4820, 3526, 3056, 3370, 3588, 3304, 3617, 3520, 3927, 3286, 4261, 3056, 3131, 3168, 3408, 3368, 3831, 3296, 3410, 3752, 3907, 4110, 3056, 4026, 3408, 3591, 3896, 3482, 4076, 3631, 4770, 3296, 3554, 3596, 3907, 3435, 3572]",1.9045746587553303,0.16058212715524217,1.8501156945735908,753000,378000,7572,0,3057.678,6019.804,93.56153846153846,10.530769230769229,0.7984615384615383,0.6902368674066952,20.234,134.593,21.55,24.493,5250.27,755,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0005000000237487257,78.906654,1729.7775,0.009999999776482582,11.361598,44.255287,0.4958256,40.000004
-18.0,-21.0,-20.41,3619.25,35,32000,False,410000,481,13,f1b47a0d58a249ba9ce56187ddf09198,2021-08-25_15-28-56,1629905336,10.40263843536377,135.0919806957245,145,f2ea36c855a543329fa4495f79fd6b81000001,10.0.0.5,135.0919806957245,410000,13,13,00000,0,"[-19.0, -21.0, -21.0, -19.0, -21.0, -21.0, -20.0, -20.0, -20.0, -20.0, -21.0, -21.0, -20.0, -19.0, -21.0, -21.0, -20.0, -20.0, -20.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -18.0, -21.0, -21.0, -21.0, -19.0, -21.0, -19.0, -21.0, -21.0, -21.0, -21.0, -21.0, -19.0, -21.0, -21.0, -19.0, -20.0, -19.0, -21.0, -19.0, -21.0, -20.0, -21.0, -20.0, -21.0, -20.0, -19.0, -21.0, -20.0, -20.0, -20.0, -20.0, -20.0, -19.0, -21.0, -21.0, -20.0, -21.0, -19.0, -20.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0, -20.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -20.0, -21.0, -20.0, -20.0, -21.0, -21.0, -19.0, -20.0, -21.0, -21.0, -21.0, -20.0, -21.0]","[3986, 3246, 3168, 4703, 3488, 3131, 4068, 4099, 3560, 3849, 3648, 3300, 3778, 3860, 3613, 3723, 3721, 4225, 3607, 3560, 3056, 3763, 3608, 3296, 3616, 3482, 3296, 3648, 3171, 3768, 4592, 3056, 3416, 3408, 3680, 3286, 4261, 3056, 3131, 3168, 3408, 3368, 3831, 3296, 3410, 3752, 3907, 4110, 3056, 4026, 3408, 3591, 3896, 3482, 4076, 3631, 4770, 3296, 3554, 3596, 3907, 3435, 3572, 4281, 3788, 3168, 3839, 3965, 4358, 3847, 3536, 3408, 3859, 3601, 3704, 3056, 3350, 3284, 4034, 3764, 3056, 3056, 3300, 3670, 3296, 3131, 3131, 3367, 3296, 4056, 4362, 4258, 3725, 4279, 3462, 3245, 3640, 3880, 3348, 3056]",1.9043707182577925,0.1598440846532161,1.8449476907807725,818000,410000,8217,0,3045.171,6185.506,93.97692307692309,10.623076923076923,0.7592307692307693,0.6902368674066952,26.948,130.882,20.997,26.262,5252.017,819,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0005000000237487257,0.26710784,1580.2842,0.009999999776482582,11.399392,6.643817,0.77805364,39.999996
-18.0,-21.0,-20.43,3563.28,38,32000,False,442000,519,14,f1b47a0d58a249ba9ce56187ddf09198,2021-08-25_15-29-07,1629905347,10.393182277679443,145.48516297340393,145,f2ea36c855a543329fa4495f79fd6b81000001,10.0.0.5,145.48516297340393,442000,14,13,00000,0,"[-21.0, -21.0, -21.0, -21.0, -19.0, -21.0, -20.0, -21.0, -21.0, -21.0, -20.0, -21.0, -20.0, -19.0, -21.0, -20.0, -20.0, -21.0, -20.0, -21.0, -20.0, -21.0, -21.0, -21.0, -20.0, -21.0, -20.0, -18.0, -19.0, -21.0, -19.0, -21.0, -19.0, -21.0, -20.0, -21.0, -19.0, -21.0, -20.0, -20.0, -21.0, -20.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -20.0, -21.0, -20.0, -20.0, -21.0, -21.0, -19.0, -20.0, -21.0, -21.0, -21.0, -20.0, -21.0, -19.0, -21.0, -21.0, -19.0, -21.0, -21.0, -20.0, -20.0, -20.0, -20.0, -21.0, -21.0, -20.0, -19.0, -21.0, -21.0, -20.0, -20.0, -20.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -18.0, -21.0, -21.0, -21.0, -19.0]","[3719, 3168, 3168, 3168, 3992, 3056, 3817, 3296, 3288, 3056, 3444, 3763, 3983, 3746, 3296, 3607, 3504, 3492, 3791, 3371, 3847, 3245, 3371, 3304, 3367, 3056, 3352, 4442, 3923, 3296, 3926, 3056, 3866, 3371, 3797, 3131, 4166, 3491, 3601, 3704, 3056, 3350, 3284, 4034, 3764, 3056, 3056, 3300, 3670, 3296, 3131, 3131, 3367, 3296, 4056, 4362, 4258, 3725, 4279, 3462, 3245, 3640, 3880, 3348, 3056, 3986, 3246, 3168, 4703, 3488, 3131, 4068, 4099, 3560, 3849, 3648, 3300, 3778, 3860, 3613, 3723, 3721, 4225, 3607, 3560, 3056, 3763, 3608, 3296, 3616, 3482, 3296, 3648, 3171, 3768, 4592, 3056, 3416, 3408, 3680]",1.9049641508929867,0.16031460325877464,1.849407939476548,881000,442000,8852,0,3047.093,5998.965,93.72142857142856,10.857142857142858,0.6978571428571428,0.9249566096869655,11.389,130.111,24.095,33.371,5262.004,883,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0005000000237487257,-12.553692,1701.0476,0.009999999776482582,11.436961,9.43853,0.85887414,40.0
-18.0,-21.0,-20.56,3409.91,37,32000,False,474000,556,15,f1b47a0d58a249ba9ce56187ddf09198,2021-08-25_15-29-17,1629905357,10.376938343048096,155.86210131645203,145,f2ea36c855a543329fa4495f79fd6b81000001,10.0.0.5,155.86210131645203,474000,15,13,00000,0,"[-21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0, -20.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0, -20.0, -19.0, -21.0, -21.0, -20.0, -20.0, -20.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -18.0, -21.0, -21.0, -21.0, -19.0, -21.0, -21.0, -21.0, -21.0, -19.0, -21.0, -20.0, -21.0, -21.0, -21.0, -20.0, -21.0, -20.0, -19.0, -21.0, -20.0, -20.0, -21.0, -20.0, -21.0, -20.0, -21.0, -21.0, -21.0, -20.0, -21.0, -20.0, -18.0, -19.0, -21.0, -19.0, -21.0, -19.0, -21.0, -20.0, -21.0, -19.0, -21.0]","[3056, 3056, 3056, 3171, 3056, 3591, 3056, 3056, 3367, 3056, 3056, 3849, 3056, 3056, 3056, 3056, 3056, 3056, 3056, 3296, 3481, 3056, 3056, 3056, 3679, 3056, 3056, 3056, 3056, 3056, 3460, 3056, 3056, 3280, 3056, 3056, 3682, 3648, 3300, 3778, 3860, 3613, 3723, 3721, 4225, 3607, 3560, 3056, 3763, 3608, 3296, 3616, 3482, 3296, 3648, 3171, 3768, 4592, 3056, 3416, 3408, 3680, 3719, 3168, 3168, 3168, 3992, 3056, 3817, 3296, 3288, 3056, 3444, 3763, 3983, 3746, 3296, 3607, 3504, 3492, 3791, 3371, 3847, 3245, 3371, 3304, 3367, 3056, 3352, 4442, 3923, 3296, 3926, 3056, 3866, 3371, 3797, 3131, 4166, 3491]",1.9040931485377461,0.15979952156129523,1.845921084189004,946000,474000,9493,0,3051.041,6197.427,94.12307692307692,10.946153846153846,0.7638461538461538,0.9640765667336771,15.54,133.38,24.255,25.914,5237.16,947,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0005000000237487257,-200.30261,1742.6085,0.009999999776482582,11.443314,29.99179,0.54649127,40.0
-17.0,-21.0,-20.38,3496.47,38,32000,False,506000,594,16,f1b47a0d58a249ba9ce56187ddf09198,2021-08-25_15-29-27,1629905367,10.37000036239624,166.23210167884827,145,f2ea36c855a543329fa4495f79fd6b81000001,10.0.0.5,166.23210167884827,506000,16,13,00000,0,"[-21.0, -20.0, -20.0, -21.0, -19.0, -20.0, -21.0, -20.0, -21.0, -19.0, -21.0, -19.0, -21.0, -20.0, -20.0, -20.0, -20.0, -21.0, -20.0, -21.0, -21.0, -18.0, -19.0, -20.0, -21.0, -21.0, -21.0, -20.0, -18.0, -20.0, -21.0, -19.0, -21.0, -17.0, -21.0, -20.0, -19.0, -21.0, -19.0, -21.0, -20.0, -20.0, -21.0, -20.0, -21.0, -20.0, -21.0, -21.0, -21.0, -20.0, -21.0, -20.0, -18.0, -19.0, -21.0, -19.0, -21.0, -19.0, -21.0, -20.0, -21.0, -19.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0, -20.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0]","[3484, 3607, 3679, 3880, 4212, 3908, 4046, 4211, 3296, 4042, 4012, 4067, 3304, 4569, 3350, 3479, 3644, 4248, 3859, 3056, 3949, 4280, 4380, 3773, 3128, 3056, 3540, 3348, 4318, 3816, 3240, 3869, 3280, 5238, 3174, 3479, 3988, 3656, 3746, 3296, 3607, 3504, 3492, 3791, 3371, 3847, 3245, 3371, 3304, 3367, 3056, 3352, 4442, 3923, 3296, 3926, 3056, 3866, 3371, 3797, 3131, 4166, 3491, 3056, 3056, 3056, 3171, 3056, 3591, 3056, 3056, 3367, 3056, 3056, 3849, 3056, 3056, 3056, 3056, 3056, 3056, 3056, 3296, 3481, 3056, 3056, 3056, 3679, 3056, 3056, 3056, 3056, 3056, 3460, 3056, 3056, 3280, 3056, 3056, 3682]",1.9039575980165884,0.16012550340507162,1.8487636570881252,1010000,506000,10132,0,3059.693,6119.387,94.22307692307693,10.923076923076925,0.8107692307692308,0.9640765667336771,13.973,136.197,26.902,27.032,5221.794,1011,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0005000000237487257,-8.458904,1714.2715,0.009999999776482582,11.471485,11.158947,0.827454,40.000004
-17.0,-21.0,-20.58,3403.82,37,32000,False,538000,631,17,f1b47a0d58a249ba9ce56187ddf09198,2021-08-25_15-29-38,1629905378,10.375575065612793,176.60767674446106,145,f2ea36c855a543329fa4495f79fd6b81000001,10.0.0.5,176.60767674446106,538000,17,13,00000,0,"[-21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -20.0, -20.0, -21.0, -19.0, -20.0, -21.0, -20.0, -21.0, -19.0, -21.0, -19.0, -21.0, -20.0, -20.0, -20.0, -20.0, -21.0, -20.0, -21.0, -21.0, -18.0, -19.0, -20.0, -21.0, -21.0, -21.0, -20.0, -18.0, -20.0, -21.0, -19.0, -21.0, -17.0, -21.0, -20.0, -19.0, -21.0]","[3296, 3056, 3372, 3056, 3056, 4099, 3056, 3056, 3056, 3056, 3131, 3056, 3056, 3168, 3296, 3056, 3056, 3056, 3056, 3056, 3056, 3300, 3056, 3056, 3544, 3056, 3056, 3056, 3296, 3056, 3832, 3056, 3056, 3833, 3056, 3056, 3408, 3056, 3056, 3056, 3056, 3056, 3056, 3056, 3296, 3481, 3056, 3056, 3056, 3679, 3056, 3056, 3056, 3056, 3056, 3460, 3056, 3056, 3280, 3056, 3056, 3682, 3484, 3607, 3679, 3880, 4212, 3908, 4046, 4211, 3296, 4042, 4012, 4067, 3304, 4569, 3350, 3479, 3644, 4248, 3859, 3056, 3949, 4280, 4380, 3773, 3128, 3056, 3540, 3348, 4318, 3816, 3240, 3869, 3280, 5238, 3174, 3479, 3988, 3656]",1.9041114139365303,0.160375675517997,1.8506550614249822,1074000,538000,10772,0,3043.471,6086.944,94.29285714285713,10.87857142857143,0.687857142857143,0.9640765667336771,25.926,133.258,25.08,22.938,5227.23,1075,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0005000000237487257,7.4693065,1648.389,0.009999999776482582,11.641075,12.483844,0.7587415,39.999996
-17.0,-21.0,-20.55,3442.88,38,32000,False,570000,669,18,f1b47a0d58a249ba9ce56187ddf09198,2021-08-25_15-29-48,1629905388,10.349469423294067,186.95714616775513,145,f2ea36c855a543329fa4495f79fd6b81000001,10.0.0.5,186.95714616775513,570000,18,13,00000,0,"[-21.0, -18.0, -20.0, -20.0, -19.0, -21.0, -20.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -20.0, -19.0, -21.0, -20.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -20.0, -20.0, -21.0, -20.0, -21.0, -21.0, -18.0, -19.0, -20.0, -21.0, -21.0, -21.0, -20.0, -18.0, -20.0, -21.0, -19.0, -21.0, -17.0, -21.0, -20.0, -19.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0]","[3540, 4371, 3479, 3555, 4040, 3408, 3367, 3659, 3056, 3131, 3408, 3652, 3131, 3607, 3296, 3367, 4567, 3240, 3986, 3371, 3056, 3838, 3296, 3764, 3302, 3540, 3379, 3544, 3768, 3588, 3795, 3168, 3304, 3056, 3296, 3168, 3132, 3371, 4569, 3350, 3479, 3644, 4248, 3859, 3056, 3949, 4280, 4380, 3773, 3128, 3056, 3540, 3348, 4318, 3816, 3240, 3869, 3280, 5238, 3174, 3479, 3988, 3656, 3296, 3056, 3372, 3056, 3056, 4099, 3056, 3056, 3056, 3056, 3131, 3056, 3056, 3168, 3296, 3056, 3056, 3056, 3056, 3056, 3056, 3300, 3056, 3056, 3544, 3056, 3056, 3056, 3296, 3056, 3832, 3056, 3056, 3833, 3056, 3056, 3408]",1.9042476076501378,0.16039219498173923,1.8507419092856907,1138000,570000,11408,0,3067.71,6135.421,94.94615384615382,10.953846153846154,0.7400000000000001,0.9640765667336771,24.157,134.532,26.817,25.928,5218.22,1139,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0005000000237487257,8.478197,1628.8179,0.009999999776482582,11.844425,14.989695,0.7421849,40.000004
-18.0,-21.0,-20.55,3474.32,31,32000,False,602000,700,19,f1b47a0d58a249ba9ce56187ddf09198,2021-08-25_15-29-59,1629905399,10.390120029449463,197.3472661972046,145,f2ea36c855a543329fa4495f79fd6b81000001,10.0.0.5,197.3472661972046,602000,19,13,00000,0,"[-20.0, -21.0, -21.0, -20.0, -21.0, -20.0, -18.0, -20.0, -20.0, -20.0, -20.0, -19.0, -21.0, -21.0, -21.0, -18.0, -21.0, -20.0, -20.0, -20.0, -20.0, -21.0, -20.0, -20.0, -20.0, -20.0, -21.0, -20.0, -21.0, -21.0, -19.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -18.0, -20.0, -20.0, -19.0, -21.0, -20.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -20.0, -19.0, -21.0, -20.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0]","[4041, 3634, 3600, 3348, 3296, 3854, 4420, 3926, 4162, 3373, 4283, 4160, 3776, 3131, 3296, 4444, 3296, 4067, 3735, 3487, 3959, 3300, 4251, 3868, 3791, 3925, 3288, 4056, 3251, 3544, 4234, 3056, 3056, 3056, 3056, 3131, 3056, 3056, 3168, 3296, 3056, 3056, 3056, 3056, 3056, 3056, 3300, 3056, 3056, 3544, 3056, 3056, 3056, 3296, 3056, 3832, 3056, 3056, 3833, 3056, 3056, 3408, 3540, 4371, 3479, 3555, 4040, 3408, 3367, 3659, 3056, 3131, 3408, 3652, 3131, 3607, 3296, 3367, 4567, 3240, 3986, 3371, 3056, 3838, 3296, 3764, 3302, 3540, 3379, 3544, 3768, 3588, 3795, 3168, 3304, 3056, 3296, 3168, 3132, 3371]",1.9041195623571716,0.1596662479784412,1.8445134617117742,1201000,602000,12045,0,3049.979,6004.648,94.93076923076924,10.861538461538462,0.7984615384615383,0.9640765667336771,26.291,131.214,27.375,28.023,5210.029,1203,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0005000000237487257,-29.398767,1738.1587,0.009999999776482582,12.003493,18.95419,0.47927332,40.000004
-18.0,-21.0,-20.38,3676.15,34,32000,False,634000,734,20,f1b47a0d58a249ba9ce56187ddf09198,2021-08-25_15-30-09,1629905409,10.416488647460938,207.76375484466553,145,f2ea36c855a543329fa4495f79fd6b81000001,10.0.0.5,207.76375484466553,634000,20,13,00000,0,"[-21.0, -21.0, -20.0, -20.0, -21.0, -21.0, -21.0, -18.0, -20.0, -21.0, -21.0, -21.0, -19.0, -21.0, -20.0, -19.0, -21.0, -21.0, -19.0, -20.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -20.0, -20.0, -20.0, -21.0, -20.0, -19.0, -20.0, -21.0, -20.0, -19.0, -21.0, -20.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -20.0, -19.0, -21.0, -20.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0, -18.0, -20.0, -20.0, -20.0, -20.0, -19.0, -21.0, -21.0, -21.0, -18.0, -21.0, -20.0, -20.0, -20.0, -20.0, -21.0, -20.0, -20.0, -20.0, -20.0, -21.0, -20.0, -21.0, -21.0, -19.0]","[3174, 3528, 3555, 4791, 3656, 3128, 3056, 4836, 3959, 3296, 3611, 3880, 4524, 3056, 4337, 4877, 3792, 3056, 4762, 4038, 3729, 3848, 3414, 3837, 4591, 3367, 3516, 3539, 4073, 3908, 3660, 3975, 3592, 3652, 3555, 4040, 3408, 3367, 3659, 3056, 3131, 3408, 3652, 3131, 3607, 3296, 3367, 4567, 3240, 3986, 3371, 3056, 3838, 3296, 3764, 3302, 3540, 3379, 3544, 3768, 3588, 3795, 3168, 3304, 3056, 3296, 3168, 3132, 3371, 4041, 3634, 3600, 3348, 3296, 3854, 4420, 3926, 4162, 3373, 4283, 4160, 3776, 3131, 3296, 4444, 3296, 4067, 3735, 3487, 3959, 3300, 4251, 3868, 3791, 3925, 3288, 4056, 3251, 3544, 4234]",1.904429982421783,0.159221131751497,1.8419899127573118,1265000,634000,12680,0,3047.652,6095.305,93.68461538461537,10.815384615384618,0.7392307692307691,0.9640765667336771,19.794,129.321,28.132,32.473,5225.068,1267,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0005000000237487257,14.011894,1324.7109,0.009999999776482582,12.073484,9.270895,0.78665566,39.999996
